establecimiento_id;nombre_establecimiento;tipo_establecimiento;nivel_atencion;zona;sedes;red_salud;departamento;municipio;latitud;longitud;tiene_cadena_frio;activo
EST-SC-0135;Centro de Salud Obrajes;Centro de Salud;1;Periurbana;SEDES Santa Cruz;Red de Salud SC Norte (Plan 3000);Santa Cruz;La Guardia;-18.744.366;-62.721.762;TRUE;TRUE
EST-SC-0136;Centro Ambulatorio Calacoto;Centro de Salud;1;Periurbana;SEDES Santa Cruz;Red de Salud SC Sur (Urbana);Santa Cruz;Camiri;-1.685.945;-61.792.052;FALSE;TRUE
EST-SC-0137;Centro Integral de Salud Chasquipampa;Centro de Salud;1;Urbana;SEDES Santa Cruz;Red de Salud SC Este;Santa Cruz;Puerto Suarez;-19.023.474;-64.056.341;TRUE;TRUE
EST-SC-0138;Centro Materno Infantil Irpavi;Centro de Salud;1;Periurbana;SEDES Santa Cruz;Red de Salud Montero;Santa Cruz;San Ignacio de Velasco;-16.548.128;-62.805.716;TRUE;TRUE
EST-SC-0139;Centro Materno Infantil Achumani;Centro de Salud;1;Periurbana;SEDES Santa Cruz;Red de Salud Warnes-Cotoca;Santa Cruz;Portachuelo;-18.244.424;-62.358.496;TRUE;TRUE
EST-SC-0140;Centro Integral de Salud Cota Cota;Centro de Salud;1;Periurbana;SEDES Santa Cruz;Red de Salud Chiquitanía;Santa Cruz;Yapacaní;-1.885.966;-62.074.596;TRUE;TRUE
EST-SC-0141;Posta de Salud Mallasa;Posta de Salud;1;Rural;SEDES Santa Cruz;Red de Salud Guarayos;Santa Cruz;Mineros;-17.742.627;-62.454.939;FALSE;TRUE
EST-SC-0142;Centro Ambulatorio Kupini;Centro de Salud;1;Periurbana;SEDES Santa Cruz;Red de Salud Cordillera (Camiri);Santa Cruz;San Julián;-16.326.793;-63.102.929;TRUE;TRUE
EST-SC-0143;Hospital del Niño Santiago de Lacaya;Hospital de 3er Nivel;3;Urbana;SEDES Santa Cruz;Red de Salud SC Norte (Plan 3000);Santa Cruz;Concepción;-17.691.015;-62.234.837;TRUE;TRUE
EST-SC-0144;Centro Ambulatorio Senkata;Centro de Salud;1;Periurbana;SEDES Santa Cruz;Red de Salud SC Sur (Urbana);Santa Cruz;Roboré;-18.660.736;-64.647.013;TRUE;TRUE
EST-SC-0145;Posta Sanitaria Río Seco;Posta de Salud;1;Rural;SEDES Santa Cruz;Red de Salud SC Este;Santa Cruz;Vallegrande;-1.728.489;-64.153.886;FALSE;TRUE
EST-CB-0146;Centro Integral de Salud Ciudad Satélite;Centro de Salud;1;Urbana;SEDES Cochabamba;Red de Salud Cochabamba Urbana;Cochabamba;Cochabamba;-1.759.458;-65.517.922;TRUE;TRUE
EST-CB-0147;Posta de Salud Villa Dolores;Posta de Salud;1;Rural;SEDES Cochabamba;Red de Salud Quillacollo;Cochabamba;Quillacollo;-17.685.829;-66.362.058;FALSE;TRUE
EST-CB-0148;Centro Integral de Salud Plan 3000;Centro de Salud;1;Urbana;SEDES Cochabamba;Red de Salud Sacaba;Cochabamba;Sacaba;-16.754.278;-66.670.998;TRUE;TRUE
EST-CB-0149;Policlínico Pampa de la Isla;Centro de Salud;1;Urbana;SEDES Cochabamba;Red de Salud Valle Alto (Punata-Cliza);Cochabamba;Tiquipaya;-18.018.004;-66.165.087;TRUE;TRUE
EST-CB-0150;Posta de Salud Los Lotes;Posta de Salud;1;Rural;SEDES Cochabamba;Red de Salud Trópico (Chapare);Cochabamba;Colcapirhua;-17.597.844;-66.282.089;FALSE;TRUE
EST-CB-0151;Policlínico La Ramada;Centro de Salud;1;Periurbana;SEDES Cochabamba;Red de Salud Mizque-Aiquile;Cochabamba;Punata;-16.970.818;-65.887.425;TRUE;TRUE
EST-CB-0152;Centro Materno Infantil Equipetrol;Centro de Salud;1;Periurbana;SEDES Cochabamba;Red de Salud Cochabamba Urbana;Cochabamba;Cliza;-16.743.062;-65.753.981;TRUE;TRUE
EST-CB-0153;Hospital Germán Busch Urbarí;Hospital de 2do Nivel;2;Urbana;SEDES Cochabamba;Red de Salud Quillacollo;Cochabamba;Arani;-17.028.251;-65.965.471;TRUE;TRUE
EST-CB-0154;Posta de Salud Las Palmas;Posta de Salud;1;Periurbana;SEDES Cochabamba;Red de Salud Sacaba;Cochabamba;Vinto;-17.184.669;-65.889.555;TRUE;TRUE
EST-CB-0155;Hospital Materno Infantil Hamacas;Hospital de 3er Nivel;3;Urbana;SEDES Cochabamba;Red de Salud Valle Alto (Punata-Cliza);Cochabamba;Sipe Sipe;-16.690.905;-66.081.871;TRUE;TRUE
EST-CB-0156;Hospital Walter Khon Colquiri;Hospital de 2do Nivel;2;Urbana;SEDES Cochabamba;Red de Salud Trópico (Chapare);Cochabamba;Chapare (Villa Tunari);-17.673.711;-65.565.845;FALSE;TRUE
EST-CB-0157;Centro Ambulatorio Tiquipaya Norte;Centro de Salud;1;Urbana;SEDES Cochabamba;Red de Salud Mizque-Aiquile;Cochabamba;Chimoré;-17.452.799;-66.128.592;TRUE;TRUE
EST-CB-0158;Centro Materno Infantil Sacaba Sur;Centro de Salud;1;Urbana;SEDES Cochabamba;Red de Salud Cochabamba Urbana;Cochabamba;Ivirgarzama;-17.982.266;-65.885.196;TRUE;TRUE
EST-CB-0159;Hospital Germán Busch Quillacollo Centro;Hospital de 2do Nivel;2;Urbana;SEDES Cochabamba;Red de Salud Quillacollo;Cochabamba;Tarata;-17.334.712;-65.752.988;TRUE;TRUE
EST-CB-0160;Posta Sanitaria Temporal;Posta de Salud;1;Periurbana;SEDES Cochabamba;Red de Salud Sacaba;Cochabamba;Mizque;-17.505.491;-6.621.328;FALSE;TRUE
EST-CB-0161;Centro Integral de Salud Alalay;Centro de Salud;1;Periurbana;SEDES Cochabamba;Red de Salud Valle Alto (Punata-Cliza);Cochabamba;Cochabamba;-16.971.703;-65.462.892;TRUE;TRUE
EST-CB-0162;Micro Hospital Jaihuayco;Centro de Salud;1;Urbana;SEDES Cochabamba;Red de Salud Trópico (Chapare);Cochabamba;Quillacollo;-1.727.694;-66.479.638;TRUE;TRUE
EST-CB-0163;Centro Materno Infantil Valle Hermoso;Centro de Salud;1;Periurbana;SEDES Cochabamba;Red de Salud Mizque-Aiquile;Cochabamba;Sacaba;-17.755.712;-66.705.336;TRUE;TRUE
EST-CB-0164;Centro Ambulatorio Cerro Verde;Centro de Salud;1;Urbana;SEDES Cochabamba;Red de Salud Cochabamba Urbana;Cochabamba;Tiquipaya;-17.701.828;-65.585.525;TRUE;TRUE
EST-CB-0165;Centro Materno Infantil Villa Pagador;Centro de Salud;1;Urbana;SEDES Cochabamba;Red de Salud Quillacollo;Cochabamba;Colcapirhua;-16.760.054;-65.759.117;TRUE;TRUE
EST-CB-0166;Posta Sanitaria San Sebastián;Posta de Salud;1;Rural;SEDES Cochabamba;Red de Salud Sacaba;Cochabamba;Punata;-16.824.786;-65.475.141;FALSE;TRUE
EST-CB-0167;Micro Hospital La Cancha;Centro de Salud;1;Periurbana;SEDES Cochabamba;Red de Salud Valle Alto (Punata-Cliza);Cochabamba;Cliza;-17.239.168;-66.142.236;TRUE;TRUE
EST-CB-0168;Centro de Salud Chimba;Centro de Salud;1;Periurbana;SEDES Cochabamba;Red de Salud Trópico (Chapare);Cochabamba;Arani;-16.933.312;-65.738.922;TRUE;TRUE
EST-CB-0169;Centro Materno Infantil San Pedro;Centro de Salud;1;Periurbana;SEDES Cochabamba;Red de Salud Mizque-Aiquile;Cochabamba;Vinto;-17.846.547;-66.305.261;TRUE;TRUE
EST-CB-0170;Policlínico Alto Lima;Centro de Salud;1;Urbana;SEDES Cochabamba;Red de Salud Cochabamba Urbana;Cochabamba;Sipe Sipe;-17.776.655;-66.108.236;TRUE;TRUE
EST-CB-0171;Hospital Virgen de Remedios Villa Ingenio;Hospital de 2do Nivel;2;Urbana;SEDES Cochabamba;Red de Salud Quillacollo;Cochabamba;Chapare (Villa Tunari);-17.542.362;-66.477.857;TRUE;TRUE
EST-CB-0172;Posta Sanitaria Nuevos Horizontes;Posta de Salud;1;Periurbana;SEDES Cochabamba;Red de Salud Sacaba;Cochabamba;Chimoré;-17.172.661;-660.888;TRUE;TRUE
EST-CB-0173;Policlínico Franz Tamayo;Centro de Salud;1;Periurbana;SEDES Cochabamba;Red de Salud Valle Alto (Punata-Cliza);Cochabamba;Ivirgarzama;-17.395.774;-66.746.535;TRUE;TRUE
EST-CB-0174;Hospital Municipal Mariscal Sucre;Hospital de 2do Nivel;2;Urbana;SEDES Cochabamba;Red de Salud Trópico (Chapare);Cochabamba;Tarata;-18.003.876;-65.623.931;TRUE;TRUE
EST-CB-0175;Centro Integral de Salud Bolívar;Centro de Salud;1;Urbana;SEDES Cochabamba;Red de Salud Mizque-Aiquile;Cochabamba;Mizque;-1.687.971;-65.832.526;TRUE;TRUE
EST-CB-0176;Policlínico Litoral;Centro de Salud;1;Periurbana;SEDES Cochabamba;Red de Salud Cochabamba Urbana;Cochabamba;Cochabamba;-17.098.292;-65.688.181;TRUE;TRUE
EST-CB-0177;Posta Sanitaria Tupac Katari;Posta de Salud;1;Rural;SEDES Cochabamba;Red de Salud Quillacollo;Cochabamba;Quillacollo;-16.855.708;-65.514.159;TRUE;TRUE
EST-CB-0178;Hospital San Juan de Dios Bartolina Sisa;Hospital de 3er Nivel;3;Urbana;SEDES Cochabamba;Red de Salud Sacaba;Cochabamba;Sacaba;-17.049.088;-66.634.936;TRUE;TRUE
EST-CB-0179;Centro Integral de Salud Illimani;Centro de Salud;1;Urbana;SEDES Cochabamba;Red de Salud Valle Alto (Punata-Cliza);Cochabamba;Tiquipaya;-17.226.302;-65.486.339;TRUE;TRUE
EST-CB-0180;Posta de Salud Chacaltaya;Posta de Salud;1;Periurbana;SEDES Cochabamba;Red de Salud Trópico (Chapare);Cochabamba;Colcapirhua;-17.940.227;-65.794.561;TRUE;FALSE
EST-CB-0181;Centro Materno Infantil Huayna Potosí;Centro de Salud;1;Urbana;SEDES Cochabamba;Red de Salud Mizque-Aiquile;Cochabamba;Punata;-17.034.822;-6.575.567;TRUE;TRUE
EST-CB-0182;Posta de Salud Sajama;Posta de Salud;1;Periurbana;SEDES Cochabamba;Red de Salud Cochabamba Urbana;Cochabamba;Cliza;-17.097.999;-66.196.997;TRUE;TRUE
EST-CB-0183;Posta Sanitaria Tunari;Posta de Salud;1;Periurbana;SEDES Cochabamba;Red de Salud Quillacollo;Cochabamba;Arani;-16.733.571;-65.810.487;TRUE;TRUE
EST-CB-0184;Hospital de Clínicas Toro Toro;Hospital de 3er Nivel;3;Urbana;SEDES Cochabamba;Red de Salud Sacaba;Cochabamba;Vinto;-17.636.946;-661.759;TRUE;TRUE
EST-CB-0185;Centro Ambulatorio Tarapacá;Centro de Salud;1;Urbana;SEDES Cochabamba;Red de Salud Valle Alto (Punata-Cliza);Cochabamba;Sipe Sipe;-16.767.975;-66.716.929;FALSE;TRUE
EST-CB-0186;Puesto de Salud El Carmen;Posta de Salud;1;Rural;SEDES Cochabamba;Red de Salud Trópico (Chapare);Cochabamba;Chapare (Villa Tunari);-17.974.667;-65.907.301;FALSE;TRUE
EST-CB-0187;Posta de Salud Villa Primavera;Posta de Salud;1;Periurbana;SEDES Cochabamba;Red de Salud Mizque-Aiquile;Cochabamba;Chimoré;-17.502.382;-65.966.064;TRUE;TRUE
EST-CB-0188;Posta de Salud Nueva Esperanza;Posta de Salud;1;Rural;SEDES Cochabamba;Red de Salud Cochabamba Urbana;Cochabamba;Ivirgarzama;-17.075.808;-65.815.828;TRUE;TRUE
EST-CB-0189;Posta Sanitaria Progreso;Posta de Salud;1;Periurbana;SEDES Cochabamba;Red de Salud Quillacollo;Cochabamba;Tarata;-17.427.506;-65.504.529;TRUE;TRUE
EST-CB-0190;Puesto de Salud Unión;Posta de Salud;1;Rural;SEDES Cochabamba;Red de Salud Sacaba;Cochabamba;Mizque;-17.347.504;-66.834.993;FALSE;TRUE
EST-CB-0191;Posta Sanitaria Libertad;Posta de Salud;1;Rural;SEDES Cochabamba;Red de Salud Valle Alto (Punata-Cliza);Cochabamba;Cochabamba;-16.974.848;-66.185.869;TRUE;TRUE
EST-CB-0192;Posta de Salud Porvenir;Posta de Salud;1;Rural;SEDES Cochabamba;Red de Salud Trópico (Chapare);Cochabamba;Quillacollo;-17.401.768;-66.770.107;TRUE;TRUE
EST-CB-0193;Puesto de Salud Villa Adela;Posta de Salud;1;Periurbana;SEDES Cochabamba;Red de Salud Mizque-Aiquile;Cochabamba;Sacaba;-17.880.587;-66.209.562;TRUE;TRUE
EST-CB-0194;Posta Sanitaria Villa Fátima;Posta de Salud;1;Rural;SEDES Cochabamba;Red de Salud Cochabamba Urbana;Cochabamba;Tiquipaya;-17.117.025;-65.655.829;FALSE;TRUE
EST-CB-0195;Centro de Salud San Antonio;Centro de Salud;1;Urbana;SEDES Cochabamba;Red de Salud Quillacollo;Cochabamba;Colcapirhua;-16.708.672;-66.660.506;TRUE;TRUE
EST-CB-0196;Posta Sanitaria Villa Victoria;Posta de Salud;1;Periurbana;SEDES Cochabamba;Red de Salud Sacaba;Cochabamba;Punata;-16.772.267;-66.758.617;TRUE;TRUE
EST-CB-0197;Hospital Provincial Miraflores;Hospital de 2do Nivel;2;Urbana;SEDES Cochabamba;Red de Salud Valle Alto (Punata-Cliza);Cochabamba;Cliza;-17.589.078;-66.409.067;FALSE;TRUE
EST-CB-0198;Puesto de Salud Sopocachi;Posta de Salud;1;Rural;SEDES Cochabamba;Red de Salud Trópico (Chapare);Cochabamba;Arani;-17.855.524;-66.713.605;FALSE;TRUE
EST-CB-0199;Hospital Obrero Obrajes;Hospital de 3er Nivel;3;Urbana;SEDES Cochabamba;Red de Salud Mizque-Aiquile;Cochabamba;Vinto;-17.226.754;-66.001.878;TRUE;TRUE
EST-CB-0200;Posta Sanitaria Calacoto;Posta de Salud;1;Periurbana;SEDES Cochabamba;Red de Salud Cochabamba Urbana;Cochabamba;Sipe Sipe;-17.232.839;-66.181.842;TRUE;TRUE
EST-PT-0201;Centro Ambulatorio Chasquipampa;Centro de Salud;1;Urbana;SEDES Potosí;Red de Salud Potosí Urbana;Potosí;Potosí;-19.292.845;-65.697.195;TRUE;TRUE
EST-PT-0202;Hospital Walter Khon Irpavi;Hospital de 2do Nivel;2;Urbana;SEDES Potosí;Red de Salud Norte (Llallagua-Uncía);Potosí;Llallagua;-19.279.412;-65.791.442;TRUE;TRUE
EST-PT-0203;Micro Hospital Achumani;Centro de Salud;1;Urbana;SEDES Potosí;Red de Salud Sur (Tupiza-Villazón);Potosí;Villazón;-19.000.603;-65.432.584;TRUE;TRUE
EST-PT-0204;Posta Sanitaria Cota Cota;Posta de Salud;1;Rural;SEDES Potosí;Red de Salud Uyuni-Colcha K;Potosí;Tupiza;-19.495.043;-65.763.446;TRUE;TRUE
EST-PT-0205;Centro Ambulatorio Mallasa;Centro de Salud;1;Urbana;SEDES Potosí;Red de Salud Potosí Urbana;Potosí;Uyuni;-20.064.634;-65.824.754;FALSE;TRUE
EST-PT-0206;Posta de Salud Kupini;Posta de Salud;1;Rural;SEDES Potosí;Red de Salud Norte (Llallagua-Uncía);Potosí;Betanzos;-19.837.922;-64.774.701;TRUE;TRUE
EST-PT-0207;Centro Materno Infantil Santiago de Lacaya;Centro de Salud;1;Urbana;SEDES Potosí;Red de Salud Sur (Tupiza-Villazón);Potosí;Colquechaca;-1.978.897;-65.537.623;TRUE;TRUE
EST-PT-0208;Puesto de Salud Senkata;Posta de Salud;1;Rural;SEDES Potosí;Red de Salud Uyuni-Colcha K;Potosí;Uncía;-18.755.273;-66.328.676;FALSE;TRUE
EST-PT-0209;Puesto de Salud Río Seco;Posta de Salud;1;Periurbana;SEDES Potosí;Red de Salud Potosí Urbana;Potosí;Cotagaita;-1.976.938;-65.546.289;TRUE;TRUE
EST-PT-0210;Micro Hospital Ciudad Satélite;Centro de Salud;1;Periurbana;SEDES Potosí;Red de Salud Norte (Llallagua-Uncía);Potosí;Puna;-19.595.444;-66.255.538;FALSE;TRUE
EST-PT-0211;Centro de Salud Villa Dolores;Centro de Salud;1;Periurbana;SEDES Potosí;Red de Salud Sur (Tupiza-Villazón);Potosí;Sacaca;-20.389.477;-65.445.754;TRUE;TRUE
EST-PT-0212;Posta de Salud Plan 3000;Posta de Salud;1;Rural;SEDES Potosí;Red de Salud Uyuni-Colcha K;Potosí;Ravelo;-19.033.054;-66.488.253;FALSE;TRUE
EST-PT-0213;Policlínico Pampa de la Isla;Centro de Salud;1;Urbana;SEDES Potosí;Red de Salud Potosí Urbana;Potosí;Tinguipaya;-19.918.221;-65.852.445;TRUE;TRUE
EST-PT-0214;Policlínico Los Lotes;Centro de Salud;1;Periurbana;SEDES Potosí;Red de Salud Norte (Llallagua-Uncía);Potosí;Potosí;-20.074.944;-66.031.499;TRUE;TRUE
EST-PT-0215;Centro Materno Infantil La Ramada;Centro de Salud;1;Urbana;SEDES Potosí;Red de Salud Sur (Tupiza-Villazón);Potosí;Llallagua;-18.891.659;-6.513.866;TRUE;TRUE
EST-PT-0216;Micro Hospital Equipetrol;Centro de Salud;1;Urbana;SEDES Potosí;Red de Salud Uyuni-Colcha K;Potosí;Villazón;-18.606.614;-66.504.058;TRUE;TRUE
EST-PT-0217;Puesto de Salud Urbarí;Posta de Salud;1;Rural;SEDES Potosí;Red de Salud Potosí Urbana;Potosí;Tupiza;-1.871.225;-66.117.688;TRUE;TRUE
EST-PT-0218;Hospital Bracamonte Las Palmas;Hospital de 2do Nivel;2;Urbana;SEDES Potosí;Red de Salud Norte (Llallagua-Uncía);Potosí;Uyuni;-19.620.206;-65.378.065;TRUE;TRUE
EST-PT-0219;Puesto de Salud Hamacas;Posta de Salud;1;Rural;SEDES Potosí;Red de Salud Sur (Tupiza-Villazón);Potosí;Betanzos;-19.548.808;-65.772.307;FALSE;TRUE
EST-PT-0220;Hospital General Colquiri;Hospital de 3er Nivel;3;Urbana;SEDES Potosí;Red de Salud Uyuni-Colcha K;Potosí;Colquechaca;-19.170.638;-66.346.293;TRUE;FALSE
EST-PT-0221;Hospital Germán Busch Tiquipaya Norte;Hospital de 2do Nivel;2;Urbana;SEDES Potosí;Red de Salud Potosí Urbana;Potosí;Uncía;-20.267.672;-66.280.877;FALSE;TRUE
EST-PT-0222;Puesto de Salud Sacaba Sur;Posta de Salud;1;Periurbana;SEDES Potosí;Red de Salud Norte (Llallagua-Uncía);Potosí;Cotagaita;-19.213.504;-6.575.565;TRUE;TRUE
EST-PT-0223;Centro Materno Infantil Quillacollo Centro;Centro de Salud;1;Urbana;SEDES Potosí;Red de Salud Sur (Tupiza-Villazón);Potosí;Puna;-18.988.979;-64.912.644;TRUE;TRUE
EST-PT-0224;Posta de Salud Temporal;Posta de Salud;1;Rural;SEDES Potosí;Red de Salud Uyuni-Colcha K;Potosí;Sacaca;-19.882.853;-66.431.425;FALSE;TRUE
EST-PT-0225;Posta de Salud Alalay;Posta de Salud;1;Periurbana;SEDES Potosí;Red de Salud Potosí Urbana;Potosí;Ravelo;-19.015.229;-65.615.967;TRUE;TRUE
EST-PT-0226;Centro Ambulatorio Jaihuayco;Centro de Salud;1;Periurbana;SEDES Potosí;Red de Salud Norte (Llallagua-Uncía);Potosí;Tinguipaya;-19.703.655;-64.947.249;FALSE;TRUE
EST-PT-0227;Posta de Salud Valle Hermoso;Posta de Salud;1;Rural;SEDES Potosí;Red de Salud Sur (Tupiza-Villazón);Potosí;Potosí;-19.491.022;-66.738.483;TRUE;TRUE
EST-PT-0228;Micro Hospital Cerro Verde;Centro de Salud;1;Urbana;SEDES Potosí;Red de Salud Uyuni-Colcha K;Potosí;Llallagua;-19.483.001;-65.557.029;TRUE;TRUE
EST-PT-0229;Hospital de la Mujer Villa Pagador;Hospital de 3er Nivel;3;Urbana;SEDES Potosí;Red de Salud Potosí Urbana;Potosí;Villazón;-20.243.111;-65.464.848;TRUE;TRUE
EST-PT-0230;Centro Integral de Salud San Sebastián;Centro de Salud;1;Urbana;SEDES Potosí;Red de Salud Norte (Llallagua-Uncía);Potosí;Tupiza;-20.528.716;-66.067.504;TRUE;TRUE
EST-PT-0231;Centro Materno Infantil La Cancha;Centro de Salud;1;Urbana;SEDES Potosí;Red de Salud Sur (Tupiza-Villazón);Potosí;Uyuni;-19.791.269;-65.651.172;TRUE;TRUE
EST-PT-0232;Micro Hospital Chimba;Centro de Salud;1;Urbana;SEDES Potosí;Red de Salud Uyuni-Colcha K;Potosí;Betanzos;-20.564.874;-65.455.051;FALSE;TRUE
EST-PT-0233;Puesto de Salud San Pedro;Posta de Salud;1;Rural;SEDES Potosí;Red de Salud Potosí Urbana;Potosí;Colquechaca;-19.621.634;-66.360.883;TRUE;TRUE
EST-PT-0234;Centro Ambulatorio Alto Lima;Centro de Salud;1;Urbana;SEDES Potosí;Red de Salud Norte (Llallagua-Uncía);Potosí;Uncía;-18.973.948;-65.671.677;TRUE;TRUE
EST-PT-0235;Posta de Salud Villa Ingenio;Posta de Salud;1;Periurbana;SEDES Potosí;Red de Salud Sur (Tupiza-Villazón);Potosí;Cotagaita;-18.933.652;-65.705.038;TRUE;TRUE
EST-OR-0236;Puesto de Salud Nuevos Horizontes;Posta de Salud;1;Rural;SEDES Oruro;Red de Salud Oruro Urbana;Oruro;Oruro;-18.431.748;-67.029.225;TRUE;FALSE
EST-OR-0237;Centro Ambulatorio Franz Tamayo;Centro de Salud;1;Urbana;SEDES Oruro;Red de Salud Huanuni-Machacamarca;Oruro;Huanuni;-18.507.905;-66.950.218;FALSE;TRUE
EST-OR-0238;Posta Sanitaria Mariscal Sucre;Posta de Salud;1;Rural;SEDES Oruro;Red de Salud Challapata-Salinas;Oruro;Challapata;-17.607.507;-66.934.073;TRUE;TRUE
EST-OR-0239;Posta de Salud Bolívar;Posta de Salud;1;Rural;SEDES Oruro;Red de Salud Oruro Urbana;Oruro;Caracollo;-17.623.369;-67.380.233;FALSE;TRUE
EST-OR-0240;Posta Sanitaria Litoral;Posta de Salud;1;Periurbana;SEDES Oruro;Red de Salud Huanuni-Machacamarca;Oruro;Machacamarca;-18.380.355;-67.201.266;TRUE;TRUE
EST-OR-0241;Posta de Salud Tupac Katari;Posta de Salud;1;Rural;SEDES Oruro;Red de Salud Challapata-Salinas;Oruro;Eucaliptus;-18.445.143;-67.681.634;FALSE;TRUE
EST-OR-0242;Centro Integral de Salud Bartolina Sisa;Centro de Salud;1;Urbana;SEDES Oruro;Red de Salud Oruro Urbana;Oruro;Poopó;-17.801.581;-67.639.854;TRUE;TRUE
EST-OR-0243;Centro Integral de Salud Illimani;Centro de Salud;1;Urbana;SEDES Oruro;Red de Salud Huanuni-Machacamarca;Oruro;Antequera;-1.804.616;-66.848.883;TRUE;FALSE
EST-OR-0244;Hospital Integral Chacaltaya;Hospital de 2do Nivel;2;Urbana;SEDES Oruro;Red de Salud Challapata-Salinas;Oruro;Pazña;-17.836.137;-67.305.327;FALSE;TRUE
EST-OR-0245;Micro Hospital Huayna Potosí;Centro de Salud;1;Periurbana;SEDES Oruro;Red de Salud Oruro Urbana;Oruro;Salinas de Garci Mendoza;-18.329.759;-67.321.954;TRUE;TRUE
EST-OR-0246;Hospital Municipal Sajama;Hospital de 2do Nivel;2;Urbana;SEDES Oruro;Red de Salud Huanuni-Machacamarca;Oruro;Chipaya;-17.561.764;-66.906.477;TRUE;TRUE
EST-OR-0247;Centro Integral de Salud Tunari;Centro de Salud;1;Periurbana;SEDES Oruro;Red de Salud Challapata-Salinas;Oruro;Toledo;-18.283.005;-6.716.177;TRUE;TRUE
EST-OR-0248;Centro Ambulatorio Toro Toro;Centro de Salud;1;Urbana;SEDES Oruro;Red de Salud Oruro Urbana;Oruro;Oruro;-17.683.219;-67.151.753;TRUE;TRUE
EST-OR-0249;Posta de Salud Tarapacá;Posta de Salud;1;Rural;SEDES Oruro;Red de Salud Huanuni-Machacamarca;Oruro;Huanuni;-17.654.195;-67.505.426;TRUE;TRUE
EST-OR-0250;Posta de Salud El Carmen;Posta de Salud;1;Rural;SEDES Oruro;Red de Salud Challapata-Salinas;Oruro;Challapata;-17.382.516;-67.140.136;TRUE;TRUE
EST-OR-0251;Posta Sanitaria Villa Primavera;Posta de Salud;1;Periurbana;SEDES Oruro;Red de Salud Oruro Urbana;Oruro;Caracollo;-17.447.599;-67.062.051;TRUE;TRUE
EST-OR-0252;Posta Sanitaria Nueva Esperanza;Posta de Salud;1;Periurbana;SEDES Oruro;Red de Salud Huanuni-Machacamarca;Oruro;Machacamarca;-17.522.377;-66.979.816;TRUE;TRUE
EST-OR-0253;Hospital Provincial Progreso;Hospital de 2do Nivel;2;Urbana;SEDES Oruro;Red de Salud Challapata-Salinas;Oruro;Eucaliptus;-18.196.246;-67.394.265;TRUE;TRUE
EST-OR-0254;Posta de Salud Unión;Posta de Salud;1;Rural;SEDES Oruro;Red de Salud Oruro Urbana;Oruro;Poopó;-17.569.657;-67.374.356;FALSE;TRUE
EST-OR-0255;Centro Ambulatorio Libertad;Centro de Salud;1;Urbana;SEDES Oruro;Red de Salud Huanuni-Machacamarca;Oruro;Antequera;-1.736.941;-6.668.829;TRUE;TRUE
EST-OR-0256;Hospital de Distrito Porvenir;Hospital de 2do Nivel;2;Urbana;SEDES Oruro;Red de Salud Challapata-Salinas;Oruro;Pazña;-1.780.646;-66.900.835;TRUE;TRUE
EST-OR-0257;Hospital Walter Khon Villa Adela;Hospital de 2do Nivel;2;Urbana;SEDES Oruro;Red de Salud Oruro Urbana;Oruro;Salinas de Garci Mendoza;-18.194.385;-67.612.897;TRUE;TRUE
EST-OR-0258;Posta Sanitaria Villa Fátima;Posta de Salud;1;Periurbana;SEDES Oruro;Red de Salud Huanuni-Machacamarca;Oruro;Chipaya;-1.787.235;-66.590.723;TRUE;TRUE
EST-OR-0259;Centro Ambulatorio San Antonio;Centro de Salud;1;Urbana;SEDES Oruro;Red de Salud Challapata-Salinas;Oruro;Toledo;-17.482.086;-66.714.801;TRUE;FALSE
EST-OR-0260;Posta de Salud Villa Victoria;Posta de Salud;1;Rural;SEDES Oruro;Red de Salud Oruro Urbana;Oruro;Oruro;-18.478.193;-67.679.026;TRUE;FALSE
EST-OR-0261;Centro Materno Infantil Miraflores;Centro de Salud;1;Urbana;SEDES Oruro;Red de Salud Huanuni-Machacamarca;Oruro;Huanuni;-1.795.263;-67.182.586;TRUE;TRUE
EST-OR-0262;Centro Ambulatorio Sopocachi;Centro de Salud;1;Periurbana;SEDES Oruro;Red de Salud Challapata-Salinas;Oruro;Challapata;-18.122.242;-67.246.247;TRUE;TRUE
EST-OR-0263;Centro Ambulatorio Obrajes;Centro de Salud;1;Periurbana;SEDES Oruro;Red de Salud Oruro Urbana;Oruro;Caracollo;-18.490.663;-66.875.958;FALSE;TRUE
EST-CH-0264;Hospital Virgen de Remedios Calacoto;Hospital de 2do Nivel;2;Urbana;SEDES Chuquisaca;Red de Salud Sucre Urbana;Chuquisaca;Sucre;-18.597.686;-6.563.538;TRUE;TRUE
EST-CH-0265;Puesto de Salud Chasquipampa;Posta de Salud;1;Rural;SEDES Chuquisaca;Red de Salud Nor Cinti (Camargo);Chuquisaca;Camargo;-19.477.767;-65.706.716;TRUE;TRUE
EST-CH-0266;Posta Sanitaria Irpavi;Posta de Salud;1;Rural;SEDES Chuquisaca;Red de Salud Hernando Siles (Monteagudo);Chuquisaca;Monteagudo;-18.431.433;-65.340.345;TRUE;TRUE
EST-CH-0267;Centro Ambulatorio Achumani;Centro de Salud;1;Urbana;SEDES Chuquisaca;Red de Salud Azurduy (Tarabuco);Chuquisaca;Padilla;-19.230.674;-64.517.884;TRUE;TRUE
